,Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,Particulate Organic Carbon (mg/L),Extracted Chlorophyll a (µg/L),CTD Specific Conductivity (µS/cm),Total Nitrogen (mg/L),Nitrate + Nitrite (mg N/L),CTD Dissolved Oxygen (mg/L),Total Phosphorus (µg P/L),Secchi Depth (m),Total Suspended Solids (mg/L),CTD Temperature (°C),Turbidity (NTU)
1189,1190.0,2014.0,August   ,Summer,Erie,ER1421-SV,E058G14,ER58,9.6,41.685233000000004,-82.9341,2014-08-13 18:39:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,14GE54S41,,7.26666666666667,248.9,0.39299999999999996,0.155,,14.1625,,,23.2,5.32
1190,1191.0,2014.0,August   ,Summer,Erie,ER1421-SV,E058G14,ER58,9.6,41.685233000000004,-82.9341,2014-08-13 18:39:00,EDT,4.4,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE54S42,,7.2,249.0,0.382,0.16,,14.89,,,23.2,6.82
1191,1192.0,2014.0,August   ,Summer,Erie,ER1421-SV,E058G14,ER58,9.6,41.685233000000004,-82.9341,2014-08-13 18:39:00,EDT,8.7,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE54S51,,6.16,248.3,0.495,0.158,,14.481,,,23.2,12.0
1192,1193.0,2014.0,August   ,Summer,Erie,ER1421-SV,E059G14,ER59,8.2,41.7257,-83.152067,2014-08-13 17:23:00,EDT,1.8,Surface,surface water,INSITU_MEAS,routine field sample,14GE54S61,,9.33333333333333,271.8,0.621,0.235,,25.011,,,23.1,13.2
1193,1194.0,2014.0,August   ,Summer,Erie,ER1421-SV,E059G14,ER59,8.2,41.7257,-83.152067,2014-08-13 17:23:00,EDT,4.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE54S62,,10.0666666666667,271.1,0.61,0.231,,23.0295,,,23.1,10.3
1194,1195.0,2014.0,August   ,Summer,Erie,ER1421-SV,E059G14,ER59,8.2,41.7257,-83.152067,2014-08-13 17:23:00,EDT,7.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE54S71,,8.0,271.7,0.612,0.23,,23.1455,,,23.1,9.61
1195,1196.0,2014.0,August   ,Summer,Erie,ER1421-SV,E060G14,ER60,9.1,41.8912,-83.19828299999999,2014-08-13 15:48:00,EDT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,14GE54S81,,2.9,223.2,0.43200000000000005,0.203,,11.5455,,,22.7,3.8
1196,1197.0,2014.0,August   ,Summer,Erie,ER1421-SV,E060G14,ER60,9.1,41.8912,-83.19828299999999,2014-08-13 15:48:00,EDT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE54S82,,2.94666666666667,223.4,0.42200000000000004,0.204,,9.055,,,22.7,3.51
1197,1198.0,2014.0,August   ,Summer,Erie,ER1421-SV,E060G14,ER60,9.1,41.8912,-83.19828299999999,2014-08-13 15:48:00,EDT,7.5,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE54S91,,2.8,222.3,0.44799999999999995,0.204,,9.9365,,,22.7,3.59
1198,1199.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-13 14:20:00,EDT,,Bottom Minus,surface water,INSITU_MEAS,lab duplicate,14GE55C11,,3.68,,0.39799999999999996,0.16,,10.831999999999999,,,,
1199,1200.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-13 14:20:00,EDT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,14GE55I12,,3.57333333333333,,0.345,0.162,,11.1395,,,,
1200,1201.0,2014.0,August   ,Summer,Erie,ER1421-SV,E91MG14,ER91M,10.6,41.841967,-82.91681700000001,2014-08-13 21:54:00,EDT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,14GE55I32,,3.12,,0.355,0.192,,7.501,,,,
1201,1202.0,2014.0,August   ,Summer,Erie,ER1421-SV,E092G14,ER92,11.2,41.950383,-82.685833,2014-08-13 23:28:00,EDT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,14GE55I52,,4.10666666666667,,0.42,0.162,,14.3025,,,,
1202,1203.0,2014.0,August   ,Summer,Erie,ER1421-SV,E0FEG14,ERFE,7.6,41.58515,-82.90965,2014-08-13 20:02:00,EDT,,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,14GE55I72,,4.03333333333333,,0.41600000000000004,0.14300000000000002,,25.941000000000003,,,,
1203,1204.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-13 14:20:00,EDT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,14GE55S01,,4.00666666666667,227.1,0.47600000000000003,0.161,,12.031,,,22.7,9.46
1204,1205.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-13 14:20:00,EDT,4.5,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE55S02,,3.56,226.7,0.444,0.16,,11.531,,,22.7,7.08
1205,1206.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-13 14:20:00,EDT,8.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE55S11,,3.9,226.9,0.335,0.163,,10.466000000000001,,,22.6,5.86
1206,1207.0,2014.0,August   ,Summer,Erie,ER1421-SV,E91MG14,ER91M,10.6,41.841967,-82.91681700000001,2014-08-13 21:54:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,14GE55S21,,2.66,229.2,0.38,0.193,,8.1305,,,22.6,1.6
1207,1208.0,2014.0,August   ,Summer,Erie,ER1421-SV,E91MG14,ER91M,10.6,41.841967,-82.91681700000001,2014-08-13 21:54:00,EDT,5.0,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE55S22,,3.04666666666667,229.2,0.382,0.192,,7.947,,,22.6,3.6
1208,1209.0,2014.0,August   ,Summer,Erie,ER1421-SV,E91MG14,ER91M,10.6,41.841967,-82.91681700000001,2014-08-13 21:54:00,EDT,9.5,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE55S31,,2.87333333333333,228.6,0.36700000000000005,0.19,,8.378499999999999,,,22.6,1.6
1209,1210.0,2014.0,August   ,Summer,Erie,ER1421-SV,E092G14,ER92,11.2,41.950383,-82.685833,2014-08-13 23:28:00,EDT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,14GE55S41,,4.22,243.7,0.42100000000000004,0.168,,12.8895,,,23.0,5.19
1210,1211.0,2014.0,August   ,Summer,Erie,ER1421-SV,E092G14,ER92,11.2,41.950383,-82.685833,2014-08-13 23:28:00,EDT,5.5,Mid Epilimnion,surface water,INSITU_MEAS,routine field sample,14GE55S42,,3.96666666666667,243.8,0.375,0.163,,12.8865,,,23.0,5.42
1211,1212.0,2014.0,August   ,Summer,Erie,ER1421-SV,E092G14,ER92,11.2,41.950383,-82.685833,2014-08-13 23:28:00,EDT,10.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE55S51,,3.72,242.9,0.392,0.167,,12.693000000000001,,,23.0,5.06
1212,1213.0,2014.0,August   ,Summer,Erie,ER1421-SV,E0FEG14,ERFE,7.6,41.58515,-82.90965,2014-08-13 20:02:00,EDT,2.1,Surface,surface water,INSITU_MEAS,routine field sample,14GE55S61,,4.48,269.3,0.409,0.139,,24.4635,,,23.2,8.9
1213,1214.0,2014.0,August   ,Summer,Erie,ER1421-SV,E0FEG14,ERFE,7.6,41.58515,-82.90965,2014-08-13 20:02:00,EDT,4.0,"Integrated, Summer",surface water,INSITU_MEAS,routine field sample,14GE55S62,,3.46666666666667,269.5,0.48100000000000004,0.14,,25.335,,,23.2,10.4
1214,1215.0,2014.0,August   ,Summer,Erie,ER1421-SV,E0FEG14,ERFE,7.6,41.58515,-82.90965,2014-08-13 20:02:00,EDT,6.5,Bottom Minus,surface water,INSITU_MEAS,routine field sample,14GE55S71,,4.16666666666667,269.2,0.397,0.144,,25.580000000000002,,,23.2,9.43
1215,1216.0,2014.0,August   ,Summer,Erie,ER1421-SV,E061G14,ER61,9.1,41.946883,-83.044467,2014-08-10 19:35:00,EDT,0.0,Synthetic Sample,surface water,INSITU_MEAS,field blank,14GH49R40,,0.00572,0.0,0.015,-0.008025,,0.3665,,,,0.04
1216,1217.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,2.0,Surface,surface water,Individual QC,lab duplicate,15GE17C81,,6.49333333333333,,0.248,0.131,,3.851,,,,
1217,1218.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE17I52,,2.53333333333333,,0.272,0.165,,5.0634999999999994,,,,
1218,1219.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE17I72,,1.86666666666667,,0.28600000000000003,0.179,,5.5335,,,,
1219,1220.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE17I92,,6.86666666666667,,0.243,0.131,,4.9635,,,,
1220,1221.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,0.0,Synthetic Sample,surface water,Individual QC,field blank,15GE17R40,,0.0285333333333333,0.5,-0.021,0.002215,,0.237,,,,0.072
1221,1222.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE17S41,,2.7,283.4,0.273,0.167,,4.027,,,1.1,0.327
1222,1223.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE17S42,,2.86666666666667,282.9,0.271,0.165,,4.216,,,1.1,0.601
1223,1224.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,15GE17S43,,2.78,284.1,0.263,0.169,,3.828,,,1.1,0.347
1224,1225.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,15GE17S44,,2.45333333333333,284.2,0.294,0.163,,5.5335,,,1.2,0.347
1225,1226.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,30.0,Thirty Meter,surface water,INSITU_MEAS,routine field sample,15GE17S45,,2.2,285.5,0.295,0.155,,5.6065,,,1.2,0.559
1226,1227.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,40.0,Forty Meter,surface water,INSITU_MEAS,routine field sample,15GE17S46,,3.23333333333333,282.7,0.254,0.16,,5.4725,,,1.2,0.392
1227,1228.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,52.8,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,15GE17S50,,2.73333333333333,283.8,0.308,0.165,,3.7119999999999997,,,1.4,0.383
1228,1229.0,2015.0,April    ,Spring,Erie,ER1511,E15MM15,ER15M,60.0,42.516683,-79.894033,2015-04-26 10:03:00,GMT,61.4,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE17S51,,2.89333333333333,284.1,0.262,0.155,,4.5280000000000005,,,1.4,0.49
1229,1230.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE17S61,,2.03333333333333,279.7,0.293,0.18,,5.4305,,,1.2,0.367
1230,1231.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,23.1,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE17S63,,2.08,281.5,0.27,0.176,,5.9945,,,1.3,0.366
1231,1232.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE17S6A,,,,,,,,,,1.2,
1232,1233.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,15GE17S6B,,,,,,,,,,1.2,
1233,1234.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,15GE17S6C,,,,,,,,,,1.3,
1234,1235.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,36.1,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,15GE17S70,,2.07333333333333,281.2,0.287,0.173,,6.1274999999999995,,,1.3,0.501
1235,1236.0,2015.0,April    ,Spring,Erie,ER1511,E063M15,ER63,46.0,42.417,-79.801,2015-04-26 11:44:00,GMT,44.6,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE17S71,,2.34666666666667,282.6,0.275,0.172,,5.802,,,1.3,0.726
1236,1237.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE17S81,,6.28666666666667,278.5,0.249,0.13,,4.076499999999999,,,1.5,0.72
1237,1238.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,24.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE17S83,,7.4,278.6,0.24,0.131,,6.1345,,,1.5,0.718
1238,1239.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,4.9,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE17S8A,,,,,,,,,,1.4,
1239,1240.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,10.0,Ten Meter,surface water,INSITU_MEAS,routine field sample,15GE17S8B,,,,,,,,,,1.5,
1240,1241.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,15GE17S8C,,,,,,,,,,1.4,
1241,1242.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,39.6,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,15GE17S90,,6.61333333333333,280.3,0.251,0.132,,4.9985,,,1.5,0.773
1242,1243.0,2015.0,April    ,Spring,Erie,ER1511,E009M15,ER09,47.2,42.537917,-79.616433,2015-04-26 14:27:00,GMT,48.1,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE17S91,,6.86666666666667,278.5,0.267,0.13,,4.4915,,,1.6,0.69
1243,1244.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,16.5,Middle Depth,surface water,INSITU_MEAS,field duplicate,15GE18D03,,4.52,280.7,0.271,0.13,,5.5935,,,2.2,1.07
1244,1245.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE18I12,,5.52,,0.256,0.129,,5.3134999999999994,,,,
1245,1246.0,2015.0,April    ,Spring,Erie,ER1511,E042M15,ER42,22.7,41.964783000000004,-82.04213299999999,2015-04-25 03:02:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE18I32,,12.5333333333333,,0.213,0.091,,6.5845,,,,
1246,1247.0,2015.0,April    ,Spring,Erie,ER1511,E043M15,ER43,22.5,41.788000000000004,-81.944,2015-04-25 14:05:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE18I52,,4.98666666666667,,0.192,0.071,,6.3325000000000005,,,,
1247,1248.0,2015.0,April    ,Spring,Erie,ER1511,E073M15,ER73,24.7,41.978,-81.756,2015-04-25 12:15:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE18I72,,11.2666666666667,,0.19699999999999998,0.085,,6.708,,,,
1248,1249.0,2015.0,April    ,Spring,Erie,ER1511,E036M15,ER36,20.5,41.93600000000001,-81.47800000000001,2015-04-25 10:25:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE18I92,,5.84,,0.40700000000000003,0.247,,6.136,,,,
1249,1250.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE18S01,,5.79333333333333,279.6,0.25,0.119,,5.936,,,2.2,0.992
1250,1251.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,16.5,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE18S03,,5.37333333333333,280.9,0.251,0.123,,5.766,,,2.2,0.897
1251,1252.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE18S0A,,,,,,,,,,2.2,
1252,1253.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,10.1,Ten Meter,surface water,INSITU_MEAS,routine field sample,15GE18S0B,,,,,,,,,,2.2,
1253,1254.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,20.0,Twenty Meter,surface water,INSITU_MEAS,routine field sample,15GE18S0C,,,,,,,,,,2.2,
1254,1255.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,23.0,Bottom Minus 10,surface water,INSITU_MEAS,routine field sample,15GE18S10,,4.1,282.2,0.247,0.128,,4.8415,,,2.3,0.81
1255,1256.0,2015.0,April    ,Spring,Erie,ER1511,E010M15,ER10,22.9,42.67975,-79.691517,2015-04-26 15:57:00,GMT,32.0,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE18S11,,4.23333333333333,282.0,0.265,0.122,,4.7885,,,2.3,0.744
1256,1257.0,2015.0,April    ,Spring,Erie,ER1511,E042M15,ER42,22.7,41.964783000000004,-82.04213299999999,2015-04-25 03:02:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE18S21,,12.6,275.1,0.223,0.092,,6.2924999999999995,,,2.5,2.04
1257,1258.0,2015.0,April    ,Spring,Erie,ER1511,E042M15,ER42,22.7,41.964783000000004,-82.04213299999999,2015-04-25 03:02:00,GMT,11.2,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE18S23,,14.6,275.8,0.215,0.088,,7.282,,,2.5,1.75
1258,1259.0,2015.0,April    ,Spring,Erie,ER1511,E042M15,ER42,22.7,41.964783000000004,-82.04213299999999,2015-04-25 03:02:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE18S2A,,,,,,,,,,2.5,
1259,1260.0,2015.0,April    ,Spring,Erie,ER1511,E042M15,ER42,22.7,41.964783000000004,-82.04213299999999,2015-04-25 03:02:00,GMT,21.4,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE18S31,,13.3333333333333,273.9,0.22,0.09,,6.846,,,2.6,2.03
1260,1261.0,2015.0,April    ,Spring,Erie,ER1511,E043M15,ER43,22.5,41.788000000000004,-81.944,2015-04-25 14:05:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE18S41,,2.18,273.5,0.198,0.072,,7.832000000000001,,,3.0,1.86
1261,1262.0,2015.0,April    ,Spring,Erie,ER1511,E043M15,ER43,22.5,41.788000000000004,-81.944,2015-04-25 14:05:00,GMT,11.2,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE18S43,,4.65333333333333,274.3,0.21100000000000002,0.072,,6.722499999999999,,,3.0,1.72
1262,1263.0,2015.0,April    ,Spring,Erie,ER1511,E043M15,ER43,22.5,41.788000000000004,-81.944,2015-04-25 14:05:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE18S4A,,,,,,,,,,3.0,
1263,1264.0,2015.0,April    ,Spring,Erie,ER1511,E043M15,ER43,22.5,41.788000000000004,-81.944,2015-04-25 14:05:00,GMT,21.3,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE18S51,,4.99333333333333,274.5,0.22899999999999998,0.069,,6.1129999999999995,,,3.0,1.98
1264,1265.0,2015.0,April    ,Spring,Erie,ER1511,E073M15,ER73,24.7,41.978,-81.756,2015-04-25 12:15:00,GMT,1.9,Surface,surface water,INSITU_MEAS,routine field sample,15GE18S61,,10.6666666666667,276.5,0.204,0.084,,7.015499999999999,,,2.4,1.98
1265,1266.0,2015.0,April    ,Spring,Erie,ER1511,E073M15,ER73,24.7,41.978,-81.756,2015-04-25 12:15:00,GMT,12.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE18S63,,11.1333333333333,277.7,0.23399999999999999,0.083,,6.8295,,,2.4,2.27
1266,1267.0,2015.0,April    ,Spring,Erie,ER1511,E073M15,ER73,24.7,41.978,-81.756,2015-04-25 12:15:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE18S6A,,,,,,,,,,2.4,
1267,1268.0,2015.0,April    ,Spring,Erie,ER1511,E073M15,ER73,24.7,41.978,-81.756,2015-04-25 12:15:00,GMT,23.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE18S71,,12.6,278.9,0.213,0.08,,6.660500000000001,,,2.4,2.14
1268,1269.0,2015.0,April    ,Spring,Erie,ER1511,E036M15,ER36,20.5,41.93600000000001,-81.47800000000001,2015-04-25 10:25:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE18S81,,6.52,286.2,0.368,0.247,,5.303,,,3.0,1.57
1269,1270.0,2015.0,April    ,Spring,Erie,ER1511,E036M15,ER36,20.5,41.93600000000001,-81.47800000000001,2015-04-25 10:25:00,GMT,11.4,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE18S83,,5.86,285.2,0.38,0.253,,5.711,,,3.0,1.73
1270,1271.0,2015.0,April    ,Spring,Erie,ER1511,E036M15,ER36,20.5,41.93600000000001,-81.47800000000001,2015-04-25 10:25:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE18S8A,,,,,,,,,,3.0,
1271,1272.0,2015.0,April    ,Spring,Erie,ER1511,E036M15,ER36,20.5,41.93600000000001,-81.47800000000001,2015-04-25 10:25:00,GMT,22.4,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE18S91,,6.6,284.9,0.373,0.248,,6.5815,,,3.0,1.65
1272,1273.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,23.2,Bottom Minus,surface water,Individual QC,lab duplicate,15GE19C11,,7.2,,0.214,0.079,,6.683999999999999,,,,
1273,1274.0,2015.0,April    ,Spring,Erie,ER1511,E038M15,ER38,21.6,42.281317,-81.671983,2015-04-25 06:39:00,GMT,2.0,Surface,surface water,INSITU_MEAS,field duplicate,15GE19D21,,5.66,271.3,0.281,0.156,,6.189,,,2.6,1.26
1274,1275.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE19I12,,8.0,,0.209,0.08,,5.6530000000000005,,,,
1275,1276.0,2015.0,April    ,Spring,Erie,ER1511,E038M15,ER38,21.6,42.281317,-81.671983,2015-04-25 06:39:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE19I32,,4.82,,0.281,0.156,,5.565,,,,
1276,1277.0,2015.0,April    ,Spring,Erie,ER1511,E78MM15,ER78M,20.4,42.116316999999995,-81.24986700000001,2015-04-25 23:03:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE19I52,,8.93333333333333,,0.223,0.086,,6.7155,,,,
1277,1278.0,2015.0,April    ,Spring,Erie,ER1511,E030M15,ER30,21.3,42.43,-81.205,2015-04-26 03:40:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE19I72,,1.68,,0.198,0.08,,5.1105,,,,
1278,1279.0,2015.0,April    ,Spring,Erie,ER1511,E031M15,ER31,22.5,42.253,-81.10600000000001,2015-04-26 02:12:00,GMT,,"Integrated, Spring",surface water,INSITU_MEAS,routine field sample,15GE19I92,,5.98666666666667,,0.21,0.07400000000000001,,6.324,,,,
1279,1280.0,2015.0,April    ,Spring,Erie,ER1511,E030M15,ER30,21.3,42.43,-81.205,2015-04-26 03:40:00,GMT,0.0,Synthetic Sample,surface water,Individual QC,field blank,15GE19R60,,0.076,0.76,-0.015,0.001229,,-0.1795,,,,0.065
1280,1281.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,2.0,Surface,surface water,INSITU_MEAS,routine field sample,15GE19S01,,7.46666666666667,277.2,0.203,0.08,,5.914,,,2.2,1.61
1281,1282.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,12.0,Middle Depth,surface water,INSITU_MEAS,routine field sample,15GE19S03,,8.0,276.6,0.218,0.078,,7.0120000000000005,,,2.2,1.8
1282,1283.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,5.0,Five Meter,surface water,INSITU_MEAS,routine field sample,15GE19S0A,,,,,,,,,,2.2,
1283,1284.0,2015.0,April    ,Spring,Erie,ER1511,E037M15,ER37,21.5,42.109683000000004,-81.5748,2015-04-25 08:32:00,GMT,23.2,Bottom Minus,surface water,INSITU_MEAS,routine field sample,15GE19S11,,8.53333333333333,277.1,0.20800000000000002,0.079,,6.2615,,,2.2,1.75
