Row,YEAR,MONTH,SEASON,LAKE,CRUISE_ID,VISIT_ID,STATION_ID,STN_DEPTH_M,LATITUDE,LONGITUDE,SAMPLING_DATE,TIME_ZONE,SAMPLE_DEPTH_M,DEPTH_CODE,MEDIUM,SAMPLE_TYPE,QC_TYPE,SAMPLE_ID,ANL_CODE_1,ANALYTE_1,VALUE_1,UNITS_1,FRACTION_1,METHOD_1,RESULT_REMARK_1,ANL_CODE_2,ANALYTE_2,VALUE_2,UNITS_2,FRACTION_2,METHOD_2,RESULT_REMARK_2,ANL_CODE_3,ANALYTE_3,VALUE_3,UNITS_3,FRACTION_3,METHOD_3,RESULT_REMARK_3,ANL_CODE_4,ANALYTE_4,VALUE_4,UNITS_4,FRACTION_4,METHOD_4,RESULT_REMARK_4,ANL_CODE_5,ANALYTE_5,VALUE_5,UNITS_5,FRACTION_5,METHOD_5,RESULT_REMARK_5,ANL_CODE_6,ANALYTE_6,VALUE_6,UNITS_6,FRACTION_6,METHOD_6,RESULT_REMARK_6,ANL_CODE_7,ANALYTE_7,VALUE_7,UNITS_7,FRACTION_7,METHOD_7,RESULT_REMARK_7,ANL_CODE_8,ANALYTE_8,VALUE_8,UNITS_8,FRACTION_8,METHOD_8,RESULT_REMARK_8,ANL_CODE_9,ANALYTE_9,VALUE_9,UNITS_9,FRACTION_9,METHOD_9,RESULT_REMARK_9,ANL_CODE_10,ANALYTE_10,VALUE_10,UNITS_10,FRACTION_10,METHOD_10,RESULT_REMARK_10,ANL_CODE_11,ANALYTE_11,VALUE_11,UNITS_11,FRACTION_11,METHOD_11,RESULT_REMARK_11,ANL_CODE_12,ANALYTE_12,VALUE_12,UNITS_12,FRACTION_12,METHOD_12,RESULT_REMARK_12,
"1405","2015","August   ","Summer","Erie","ER1521","E037G15","ER37","23.9","42.109583","-81.5751","2015/08/11 15:59","GMT","23.1","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE53S31","Chlor-a","Chlorophyll-a","3.29333333333333","ug/l","Residue","LG405","","Cond","Conductivity","288.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.244","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.116","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.38","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.766","ug/l","Total/Bulk","LG204","","Temp","Temperature","10.4","C","Not applicable","NA","","Turb","Turbidity","0.941","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1406","2015","August   ","Summer","Erie","ER1521","E038G15","ER38","21.8","42.281333","-81.6714","2015/08/11 17:23","GMT","2.1","Surface","surface water","INSITU_MEAS","routine field sample","15GE53S41","Chlor-a","Chlorophyll-a","2.80666666666667","ug/l","Residue","LG405","","Cond","Conductivity","277.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.158","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.064","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.754","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.683","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.0","C","Not applicable","NA","","Turb","Turbidity","0.315","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1407","2015","August   ","Summer","Erie","ER1521","E038G15","ER38","21.8","42.281333","-81.6714","2015/08/11 17:23","GMT","7","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE53S42","Chlor-a","Chlorophyll-a","2.93333333333333","ug/l","Residue","LG405","","Cond","Conductivity","278.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.168","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.068","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.851","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.455","ug/l","Total/Bulk","LG204","","Temp","Temperature","22.9","C","Not applicable","NA","","Turb","Turbidity","0.415","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1408","2015","August   ","Summer","Erie","ER1521","E038G15","ER38","21.8","42.281333","-81.6714","2015/08/11 17:23","GMT","18.6","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","15GE53S46","Chlor-a","Chlorophyll-a","2.39333333333333","ug/l","Residue","LG405","","Cond","Conductivity","288.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.226","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.126","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.717","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.482","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.5","C","Not applicable","NA","","Turb","Turbidity","1.04","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1409","2015","August   ","Summer","Erie","ER1521","E038G15","ER38","21.8","42.281333","-81.6714","2015/08/11 17:23","GMT","21","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE53S51","Chlor-a","Chlorophyll-a","2.33333333333333","ug/l","Residue","LG405","","Cond","Conductivity","287.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.236","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.125","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.504","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.846","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.5","C","Not applicable","NA","","Turb","Turbidity","1.02","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1410","2015","August   ","Summer","Erie","ER1521","E038G15","ER38","21.8","42.281333","-81.6714","2015/08/11 17:23","GMT","15.7","Deep Chlorophyll Layer","surface water","INSITU_MEAS","routine field sample","15GE53S55","Chlor-a","Chlorophyll-a","2.49333333333333","ug/l","Residue","LG405","","Cond","Conductivity","284.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.209","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.099","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.326","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.698","ug/l","Total/Bulk","LG204","","Temp","Temperature","18.9","C","Not applicable","NA","","Turb","Turbidity","0.727","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1411","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE53S61","Chlor-a","Chlorophyll-a","3.11333333333333","ug/l","Residue","LG405","","Cond","Conductivity","275.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.24","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.097","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.029","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.024","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.4","C","Not applicable","NA","","Turb","Turbidity","0.379","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1412","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","7.5","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE53S62","Chlor-a","Chlorophyll-a","3.79333333333333","ug/l","Residue","LG405","","Cond","Conductivity","280.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.26","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.105","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.799","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","5.752","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.3","C","Not applicable","NA","","Turb","Turbidity","0.424","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1413","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","15","Lower Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE53S63","Chlor-a","Chlorophyll-a","4.6","ug/l","Residue","LG405","","Cond","Conductivity","286.5","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.285","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.142","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.619","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.119","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.1","C","Not applicable","NA","","Turb","Turbidity","0.747","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1414","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","17.4","Thermocline","surface water","INSITU_MEAS","routine field sample","15GE53S64","Chlor-a","Chlorophyll-a","5.26","ug/l","Residue","LG405","","Cond","Conductivity","289.1","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.323","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.161","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.476","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.012","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.4","C","Not applicable","NA","","Turb","Turbidity","1.09","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1415","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","20","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","15GE53S66","Chlor-a","Chlorophyll-a","5.44666666666667","ug/l","Residue","LG405","","Cond","Conductivity","289.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.332","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.162","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.889","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.137","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.4","C","Not applicable","NA","","Turb","Turbidity","1.1","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1416","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 19:43","GMT","22","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE53S71","Chlor-a","Chlorophyll-a","5.02","ug/l","Residue","LG405","","Cond","Conductivity","288.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.369","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.153","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","4.756","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.315","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.4","C","Not applicable","NA","","Turb","Turbidity","1.07","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1417","2015","August   ","Summer","Erie","ER1521","E78MG15","ER78M","19.9","42.11655","-81.250133","2015/08/11 20:25","GMT","","Not Applicable","sediment","Individual","routine field sample","15GE53S79","C-org","Carbon, Organic","17.5109821748915","mg/g","Total/Bulk","LG601","","N-tot","Nitrogen, Total","1.55020491803279","mg/g","Total/Bulk","LG602","","P-tot","Phosphorus, Total as P","0.561088977423639","mg/g","Total/Bulk","LG600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1418","2015","August   ","Summer","Erie","ER1521","E030G15","ER30","17.8","42.43","-81.204","2015/08/12 03:53","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE53S81","Chlor-a","Chlorophyll-a","3.72","ug/l","Residue","LG405","","Cond","Conductivity","275.8","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.162","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","-0.001768","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.457","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.797","ug/l","Total/Bulk","LG204","","Temp","Temperature","22.5","C","Not applicable","NA","","Turb","Turbidity","0.52","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1419","2015","August   ","Summer","Erie","ER1521","E030G15","ER30","17.8","42.43","-81.204","2015/08/12 03:53","GMT","7.7","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE53S82","Chlor-a","Chlorophyll-a","3.85333333333333","ug/l","Residue","LG405","","Cond","Conductivity","276.3","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.123","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","-0.0012","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.976","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.459","ug/l","Total/Bulk","LG204","","Temp","Temperature","22.5","C","Not applicable","NA","","Turb","Turbidity","0.574","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1420","2015","August   ","Summer","Erie","ER1521","E030G15","ER30","17.8","42.43","-81.204","2015/08/12 03:53","GMT","20","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE53S91","Chlor-a","Chlorophyll-a","2.4","ug/l","Residue","LG405","","Cond","Conductivity","284.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.229","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.101","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.587","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.473","ug/l","Total/Bulk","LG204","","Temp","Temperature","14.4","C","Not applicable","NA","","Turb","Turbidity","0.714","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1421","2015","August   ","Summer","Erie","ER1521","E058G15","ER58","6.8","41.684767","-82.933667","2015/08/11 02:00","GMT","4.6","Middle Depth","surface water","Individual QC","field duplicate","15GE54D46","Chlor-a","Chlorophyll-a","15.1333333333333","ug/l","Residue","LG405","","Cond","Conductivity","245.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.425","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.218","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.727","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","22.371","ug/l","Total/Bulk","LG204","","Turb","Turbidity","7.52","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1422","2015","August   ","Summer","Erie","ER1521","E031G15","ER31","18.9","42.2537","-81.106533","2015/08/12 02:14","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE54I12","Chlor-a","Chlorophyll-a","3.47333333333333","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.144","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.006124","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.978","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.28","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1423","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE54I32","Chlor-a","Chlorophyll-a","3.32","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.207","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.09","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.648","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","7.235","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1424","2015","August   ","Summer","Erie","ER1521","E058G15","ER58","6.8","41.684767","-82.933667","2015/08/11 02:00","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE54I52","Chlor-a","Chlorophyll-a","14.0666666666667","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.461","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.216","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.039","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","22.544","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1425","2015","August   ","Summer","Erie","ER1521","E059G15","ER59","5.5","41.727433","-83.150117","2015/08/11 00:33","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE54I72","Chlor-a","Chlorophyll-a","32.2666666666667","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.93","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.547","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","9.525","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","45.2","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1426","2015","August   ","Summer","Erie","ER1521","E060G15","ER60","8.8","41.890683","-83.197383","2015/08/10 23:16","GMT","","Integrated, Summer","surface water","INSITU_MEAS","routine field sample","15GE54I92","Chlor-a","Chlorophyll-a","4.57333333333333","ug/l","Residue","LG405","","N-tot","Nitrogen, Total","0.324","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.249","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.792","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.734","ug/l","Total/Bulk","LG204","","Temp","Temperature","No result reported.","C","Not applicable","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1427","2015","August   ","Summer","Erie","ER1521","E060G15","ER60","8.8","41.890683","-83.197383","2015/08/10 23:16","GMT","0","Synthetic Sample","surface water","Individual QC","field blank","15GE54R80","Chlor-a","Chlorophyll-a","0.159333333333333","ug/l","Residue","LG405","Field Reagent Blank, failed","Cond","Conductivity","0.94","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","-0.00443","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.012","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","0.378","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","0.409","ug/l","Total/Bulk","LG204","","Turb","Turbidity","0.075","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1428","2015","August   ","Summer","Erie","ER1521","E031G15","ER31","18.9","42.2537","-81.106533","2015/08/12 02:14","GMT","2.2","Surface","surface water","INSITU_MEAS","routine field sample","15GE54S01","Chlor-a","Chlorophyll-a","3.52","ug/l","Residue","LG405","","Cond","Conductivity","279.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.136","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.005418","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.968","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.617","ug/l","Total/Bulk","LG204","","Temp","Temperature","21.8","C","Not applicable","NA","","Turb","Turbidity","0.721","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1429","2015","August   ","Summer","Erie","ER1521","E031G15","ER31","18.9","42.2537","-81.106533","2015/08/12 02:14","GMT","7","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE54S02","Chlor-a","Chlorophyll-a","3.54666666666667","ug/l","Residue","LG405","","Cond","Conductivity","280.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.133","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.003556","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.321","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","10.851","ug/l","Total/Bulk","LG204","","Temp","Temperature","21.8","C","Not applicable","NA","","Turb","Turbidity","0.723","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1430","2015","August   ","Summer","Erie","ER1521","E031G15","ER31","18.9","42.2537","-81.106533","2015/08/12 02:14","GMT","21.1","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE54S11","Chlor-a","Chlorophyll-a","2.50666666666667","ug/l","Residue","LG405","","Cond","Conductivity","288.9","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.217","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.077","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.584","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","8.351","ug/l","Total/Bulk","LG204","","Temp","Temperature","14.2","C","Not applicable","NA","","Turb","Turbidity","1.06","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1431","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE54S21","Chlor-a","Chlorophyll-a","3","ug/l","Residue","LG405","","Cond","Conductivity","277.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.188","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.073","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.78","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.485","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.3","C","Not applicable","NA","","Turb","Turbidity","0.381","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1432","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","8","Mid Epilimnion","surface water","INSITU_MEAS","routine field sample","15GE54S22","Chlor-a","Chlorophyll-a","3.01333333333333","ug/l","Residue","LG405","","Cond","Conductivity","277.8","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.183","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.078","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","2.972","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","6.713","ug/l","Total/Bulk","LG204","","Temp","Temperature","23.2","C","Not applicable","NA","","Turb","Turbidity","0.345","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1433","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","19.8","Mid Hypolimnion","surface water","INSITU_MEAS","routine field sample","15GE54S26","Chlor-a","Chlorophyll-a","4.36","ug/l","Residue","LG405","","Cond","Conductivity","290.7","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.327","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.158","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","1.961","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","11.531","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.7","C","Not applicable","NA","","Turb","Turbidity","1.16","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1434","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","21.6","Bottom Minus","surface water","INSITU_MEAS","routine field sample","15GE54S31","Chlor-a","Chlorophyll-a","3.88","ug/l","Residue","LG405","","Cond","Conductivity","290.6","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.312","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.13","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.49","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","9.146","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.8","C","Not applicable","NA","","Turb","Turbidity","1.03","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1435","2015","August   ","Summer","Erie","ER1521","E032G15","ER32","21.3","42.082","-81.012","2015/08/11 21:31","GMT","18.3","Deep Chlorophyll Layer","surface water","INSITU_MEAS","routine field sample","15GE54S35","Chlor-a","Chlorophyll-a","4.26666666666667","ug/l","Residue","LG405","","Cond","Conductivity","293.2","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.315","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.161","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","3.541","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","12.067","ug/l","Total/Bulk","LG204","","Temp","Temperature","12.7","C","Not applicable","NA","","Turb","Turbidity","1.19","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1436","2015","August   ","Summer","Erie","ER1521","E058G15","ER58","6.8","41.684767","-82.933667","2015/08/11 02:00","GMT","2","Surface","surface water","INSITU_MEAS","routine field sample","15GE54S41","Chlor-a","Chlorophyll-a","17.3333333333333","ug/l","Residue","LG405","","Cond","Conductivity","245.4","umho/cm","Total/Bulk","LG500","","N-tot","Nitrogen, Total","0.419","mg/l","Total/Bulk","LG203","","NO2+NO3","Nitrogen, Total Oxidized","0.217","mg/l","Filtrate","LG203","","P-tot","Phosphorus, Total as P","5.727","ug/l","Filtrate","LG204","","P-tot","Phosphorus, Total as P","20.569","ug/l","Total/Bulk","LG204","","Temp","Temperature","24.3","C","Not applicable","NA","","Turb","Turbidity","8.09","NTU","Total/Bulk","LG500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
